dimension,term,building_count,building_ratio,occurrence_count
建筑材料,石灰石,1,0.002439,1
建筑材料,石灰砖,1,0.002439,1
建筑材料,石牌坊,1,0.002439,1
建筑材料,石狮,1,0.002439,1
建筑材料,石甃,1,0.002439,1
建筑材料,石砌护栏,1,0.002439,1
建筑材料,石砌拱券,1,0.002439,1
建筑材料,石笋,1,0.002439,1
建筑材料,石舫,1,0.002439,1
建筑材料,石质,1,0.002439,1
建筑材料,石质柱础,1,0.002439,1
建筑材料,石质栏板,1,0.002439,1
建筑材料,石鼓,1,0.002439,1
建筑材料,砂岩,1,0.002439,1
建筑材料,砂石柱,1,0.002439,1
建筑材料,砖木混合结构,1,0.002439,1
建筑材料,砖石砌筑,1,0.002439,1
建筑材料,砖砌围墙,1,0.002439,1
建筑材料,砾石,1,0.002439,1
建筑材料,硬山顶,1,0.002439,1
建筑材料,碑刻石材,1,0.002439,1
建筑材料,碑石,1,0.002439,1
建筑材料,磨光石砌,1,0.002439,1
建筑材料,磨砖,1,0.002439,1
建筑材料,磨砖对缝,1,0.002439,1
建筑材料,窑洞式墙体,1,0.002439,1
建筑材料,竹丝板门,1,0.002439,1
建筑材料,竹钉,1,0.002439,1
建筑材料,粉墙,1,0.002439,1
建筑材料,粗凿石材,1,0.002439,1
建筑材料,粘土,1,0.002439,1
建筑材料,糯米石灰浆,1,0.002439,1
建筑材料,糯米粉汤,1,0.002439,1
建筑材料,糯米粉调细瓷灰,1,0.002439,1
建筑材料,素面覆盆式柱础,1,0.002439,1
建筑材料,紫藤,1,0.002439,1
建筑材料,红壤,1,0.002439,1
建筑材料,红木,1,0.002439,1
建筑材料,红柱,1,0.002439,1
建筑材料,红漆圆柱,1,0.002439,1
建筑材料,红石,1,0.002439,1
建筑材料,红砂石,1,0.002439,1
建筑材料,红米石,1,0.002439,1
建筑材料,红糖糯米灰浆,1,0.002439,1
建筑材料,红色粉砂岩,1,0.002439,1
建筑材料,绿剪边黄琉璃瓦,1,0.002439,1
建筑材料,绿泥片岩,1,0.002439,1
建筑材料,绿琉璃,1,0.002439,1
建筑材料,绿琉璃瓦,1,0.002439,1
建筑材料,绿矾,1,0.002439,1
建筑材料,考究木材,1,0.002439,1
建筑材料,自然材,1,0.002439,1
建筑材料,花岗岩条石,1,0.002439,1
建筑材料,花梨木,1,0.002439,1
建筑材料,莲瓣望柱,1,0.002439,1
建筑材料,莲花托石,1,0.002439,1
建筑材料,菠萝蜜木,1,0.002439,1
建筑材料,薄砖,1,0.002439,1
建筑材料,藤绳,1,0.002439,1
建筑材料,覆盆式莲花柱础,1,0.002439,1
建筑材料,规则石块,1,0.002439,1
建筑材料,賀州白,1,0.002439,1
建筑材料,贝玛草,1,0.002439,1
建筑材料,进口水泥花砖,1,0.002439,1
建筑材料,透雕龙首,1,0.002439,1
建筑材料,重晶石,1,0.002439,1
建筑材料,金丝楠木,1,0.002439,1
建筑材料,钢筋水泥,1,0.002439,1
建筑材料,铁件,1,0.002439,1
建筑材料,铁榫,1,0.002439,1
建筑材料,铁皮,1,0.002439,1
建筑材料,铁腰铁,1,0.002439,1
建筑材料,铁艺,1,0.002439,1
建筑材料,铁铸,1,0.002439,1
建筑材料,铜合金,1,0.002439,1
建筑材料,铭文砖,1,0.002439,1
建筑材料,镂空木雕花板,1,0.002439,1
建筑材料,长方块石,1,0.002439,1
建筑材料,长条石,1,0.002439,1
建筑材料,长条青石,1,0.002439,1
建筑材料,阿嘎土,1,0.002439,1
建筑材料,陕西石料,1,0.002439,1
建筑材料,陶制宝瓶,1,0.002439,1
建筑材料,雉堞,1,0.002439,1
建筑材料,雕刻木构件,1,0.002439,1
建筑材料,雕砖,1,0.002439,1
建筑材料,青光岩石,1,0.002439,1
建筑材料,青灰色调材料,1,0.002439,1
建筑材料,青砖墙体,1,0.002439,1
建筑材料,青筒灰瓦,1,0.002439,1
建筑材料,青筒瓦,1,0.002439,1
建筑材料,青色泥灰质角砾岩,1,0.002439,1
建筑材料,青花瓷片,1,0.002439,1
建筑材料,须弥座,1,0.002439,1
建筑材料,须弥座石栏板,1,0.002439,1
建筑材料,马头墙,1,0.002439,1
建筑材料,麻石,1,0.002439,1
建筑材料,黄土杂石混筑,1,0.002439,1
建筑材料,黄土碎石,1,0.002439,1
建筑材料,黄棱木,1,0.002439,1
建筑材料,黄椽木,1,0.002439,1
建筑材料,黄泥,1,0.002439,1
建筑材料,黄琉璃瓦,1,0.002439,1
建筑材料,黄琉璃筒瓦,1,0.002439,1
建筑材料,黄釉,1,0.002439,1
建筑材料,黑瓦,1,0.002439,1
建筑材料,黑色盘龙脊宝顶,1,0.002439,1
建筑空间布局,22楹廊屋,1,0.002439,1
建筑空间布局,33孔桥,1,0.002439,1
建筑空间布局,5间3进,1,0.002439,1
建筑空间布局,π字形布局,1,0.002439,1
建筑空间布局,一大天井附四小天井,1,0.002439,1
建筑空间布局,一字形延伸,1,0.002439,1
建筑空间布局,一字形排列,1,0.002439,1
建筑空间布局,一溪二坑,1,0.002439,1
建筑空间布局,一脊两堂,1,0.002439,1
建筑空间布局,一进三间,1,0.002439,1
建筑空间布局,一进二院,1,0.002439,1
建筑空间布局,一进院落,1,0.002439,1
建筑空间布局,一进（一落）,1,0.002439,1
建筑空间布局,丁字形布局,1,0.002439,1
建筑空间布局,七天井四院落,1,0.002439,1
建筑空间布局,七孔联拱,1,0.002439,1
建筑空间布局,七星八斗,1,0.002439,1
建筑空间布局,七进五门楼,1,0.002439,1
建筑空间布局,三券门,1,0.002439,1
建筑空间布局,三厅二井,1,0.002439,1
建筑空间布局,三合院扩建,1,0.002439,1
建筑空间布局,三围单元组合,1,0.002439,1
建筑空间布局,三堂四横一外围,1,0.002439,1
建筑空间布局,三堂并列,1,0.002439,1
建筑空间布局,三堂序列,1,0.002439,1
建筑空间布局,三堡并置,1,0.002439,1
建筑空间布局,三孔对称布局,1,0.002439,1
建筑空间布局,三孔布局,1,0.002439,1
建筑空间布局,三宫六院,1,0.002439,1
建筑空间布局,三层布局,1,0.002439,1
建筑空间布局,三层柱网结构,1,0.002439,1
建筑空间布局,三层桥面构造,1,0.002439,1
建筑空间布局,三层楼阁,1,0.002439,1
建筑空间布局,三层重檐歇山顶楼阁,1,0.002439,1
建筑空间布局,三山夹两水,1,0.002439,1
建筑空间布局,三座桥楼,1,0.002439,1
建筑空间布局,三座院落,1,0.002439,1
建筑空间布局,三开间两进,1,0.002439,1
建筑空间布局,三方一照壁,1,0.002439,1
建筑空间布局,三桥序列,1,0.002439,1
建筑空间布局,三段式布局,1,0.002439,1
建筑空间布局,三段式横向布局,1,0.002439,1
建筑空间布局,三江口位置,1,0.002439,1
建筑空间布局,三环同心布局,1,0.002439,1
建筑空间布局,三神龛布局,1,0.002439,1
建筑空间布局,三纵列院落,1,0.002439,1
建筑空间布局,三组六院,1,0.002439,1
建筑空间布局,三组四进,1,0.002439,1
建筑空间布局,三股河道分跨,1,0.002439,1
建筑空间布局,三街九巷,1,0.002439,1
建筑空间布局,三跨布局,1,0.002439,1
建筑空间布局,三路三进,1,0.002439,1
建筑空间布局,三路分区,1,0.002439,1
建筑空间布局,三路多进,1,0.002439,1
建筑空间布局,三路布局,1,0.002439,1
建筑空间布局,三路建筑,1,0.002439,1
建筑空间布局,三路格局,1,0.002439,1
建筑空间布局,三路轴线对称,1,0.002439,1
建筑空间布局,三轴并联,1,0.002439,1
建筑空间布局,三轴线布局,1,0.002439,1
建筑空间布局,三进一穿堂,1,0.002439,1
建筑空间布局,三进三环围,1,0.002439,1
建筑空间布局,三进两厅,1,0.002439,1
建筑空间布局,三进两院一川堂,1,0.002439,1
建筑空间布局,三进五开间,1,0.002439,1
建筑空间布局,三进四厢,1,0.002439,1
建筑空间布局,三进堂楼院,1,0.002439,1
建筑空间布局,三进天井布局,1,0.002439,1
建筑空间布局,三进布局,1,0.002439,1
建筑空间布局,三进式布局,1,0.002439,1
建筑空间布局,三进间,1,0.002439,1
建筑空间布局,三都堂中心布局,1,0.002439,1
建筑空间布局,三重规制布局,1,0.002439,1
建筑空间布局,三重门院,1,0.002439,1
建筑空间布局,三门布局,1,0.002439,1
建筑空间布局,三门设瓮城,1,0.002439,1
建筑空间布局,三间面阔,1,0.002439,1
建筑空间布局,三阁楼布局,1,0.002439,1
建筑空间布局,三面环水一面依陆,1,0.002439,1
建筑空间布局,上下两层,1,0.002439,1
建筑空间布局,上下桥垂直对应,1,0.002439,1
建筑空间布局,上楼马道,1,0.002439,1
建筑空间布局,上院,1,0.002439,1
建筑空间布局,上院下院,1,0.002439,1
建筑空间布局,下院,1,0.002439,1
建筑空间布局,不规则城池轮廓,1,0.002439,1
建筑空间布局,不规则矩形平面,1,0.002439,1
建筑空间布局,不规则长方形,1,0.002439,1
建筑空间布局,东侧副线,1,0.002439,1
建筑空间布局,东北至西南走向,1,0.002439,1
建筑空间布局,东园西宅,1,0.002439,1
建筑空间布局,东大院,1,0.002439,1
建筑空间布局,东宅西园,1,0.002439,1
建筑空间布局,东庄园,1,0.002439,1
建筑空间布局,东西两块,1,0.002439,1
建筑空间布局,东西两轴,1,0.002439,1
建筑空间布局,东西主干道,1,0.002439,1
建筑空间布局,东西侧屋,1,0.002439,1
建筑空间布局,东西分部,1,0.002439,1
建筑空间布局,东西分隔,1,0.002439,1
建筑空间布局,东西南北对称布局,1,0.002439,1
建筑空间布局,东西厢房,1,0.002439,1
建筑空间布局,东西向跨河,1,0.002439,1
建筑空间布局,东西对偶,1,0.002439,1
建筑空间布局,东西对称,1,0.002439,1
建筑空间布局,东西走向桥体,1,0.002439,1
建筑空间布局,东西跨院,1,0.002439,1
建筑空间布局,东西配殿,1,0.002439,1
建筑空间布局,东路-中路-西路三段式,1,0.002439,1
建筑空间布局,东部工厂区,1,0.002439,1
建筑空间布局,东院西院分置,1,0.002439,1
建筑空间布局,东高西低,1,0.002439,1
建筑空间布局,两列并排,1,0.002439,1
建筑空间布局,两厢,1,0.002439,1
建筑空间布局,两坡顶,1,0.002439,1
建筑空间布局,两坡顶廊屋,1,0.002439,1
建筑空间布局,两层楼阁,1,0.002439,1
建筑空间布局,两山两水格局,1,0.002439,1
建筑空间布局,两排号舍,1,0.002439,1
建筑空间布局,两端宽中间窄,1,0.002439,1
建筑空间布局,两进四合院,1,0.002439,1
建筑空间布局,两面一体,1,0.002439,1
建筑空间布局,两面环水,1,0.002439,1
建筑空间布局,严谨对称,1,0.002439,1
建筑空间布局,严谨对称布局,1,0.002439,1
建筑空间布局,中孔最大,1,0.002439,1
建筑空间布局,中孔最大两侧递减,1,0.002439,1
建筑空间布局,中心偏东布局,1,0.002439,1
建筑空间布局,中心古井,1,0.002439,1
建筑空间布局,中心对称布局,1,0.002439,1
建筑空间布局,中心广场,1,0.002439,1
建筑空间布局,中心望楼布局,1,0.002439,1
建筑空间布局,中心辐射式,1,0.002439,1
建筑空间布局,中有大池,1,0.002439,1
建筑空间布局,中段突出,1,0.002439,1
建筑空间布局,中路轴线,1,0.002439,1
建筑空间布局,中轴主园,1,0.002439,1
建筑空间布局,中轴对称格局,1,0.002439,1
建筑空间布局,中轴序列,1,0.002439,1
建筑空间布局,中轴式布局,1,0.002439,1
建筑空间布局,中轴石梁架设,1,0.002439,1
建筑空间布局,中轴线对称布局,1,0.002439,1
建筑空间布局,中轴线起点,1,0.002439,1
建筑空间布局,中部立柱隔间,1,0.002439,1
建筑空间布局,中院,1,0.002439,1
建筑空间布局,临水布局,1,0.002439,1
建筑空间布局,临江段城墙,1,0.002439,1
建筑空间布局,临河街市,1,0.002439,1
建筑空间布局,临河设防,1,0.002439,1
建筑空间布局,临街商铺,1,0.002439,1
建筑空间布局,临街设置,1,0.002439,1
建筑空间布局,临街门面房,1,0.002439,1
建筑空间布局,临街面河,1,0.002439,1
建筑空间布局,丹墀前出,1,0.002439,1
建筑空间布局,主体建筑与偏房组合,1,0.002439,1
建筑空间布局,主体建筑群分区,1,0.002439,1
建筑空间布局,主体院落,1,0.002439,1
建筑空间布局,主副仓布局,1,0.002439,1
建筑空间布局,主副拱组合,1,0.002439,1
建筑空间布局,主台,1,0.002439,1
建筑空间布局,主园与小庭院,1,0.002439,1
建筑空间布局,主宅居中,1,0.002439,1
建筑空间布局,主屋与偏厅组合,1,0.002439,1
建筑空间布局,主桥-引桥布局,1,0.002439,1
建筑空间布局,主桥-引桥组合,1,0.002439,1
建筑空间布局,主楼对厅布局,1,0.002439,1
建筑空间布局,主次分明空间,1,0.002439,1
建筑空间布局,主跨突出,1,0.002439,1
建筑空间布局,主路布局,1,0.002439,1
建筑空间布局,主轴线第三进,1,0.002439,1
建筑空间布局,主道贯穿东西,1,0.002439,1
建筑空间布局,主附楼布局,1,0.002439,1
建筑空间布局,九井十八厅,1,0.002439,1
建筑空间布局,九十九间,1,0.002439,1
建筑空间布局,九厅十八井,1,0.002439,1
建筑空间布局,九孔对称布局,1,0.002439,1
建筑空间布局,九宫八卦阵,1,0.002439,1
建筑空间布局,九曲桥,1,0.002439,1
建筑空间布局,九进建筑,1,0.002439,1
建筑空间布局,书斋,1,0.002439,1
建筑空间布局,书楼,1,0.002439,1
建筑空间布局,二厅四房,1,0.002439,1
建筑空间布局,二柱冲天式石牌坊,1,0.002439,1
建筑空间布局,二横主干道,1,0.002439,1
建筑空间布局,二进台门,1,0.002439,1
建筑空间布局,二进大院,1,0.002439,1
建筑空间布局,二进正厅,1,0.002439,1
建筑空间布局,五云门,1,0.002439,1
建筑空间布局,五列布局,1,0.002439,1
建筑空间布局,五孔布局,1,0.002439,1
建筑空间布局,五层密檐鼓楼楼冠,1,0.002439,1
建筑空间布局,五横一纵路网,1,0.002439,1
建筑空间布局,五洞闸门布局,1,0.002439,1
建筑空间布局,五福堂,1,0.002439,1
建筑空间布局,五路六进,1,0.002439,1
建筑空间布局,五进四合院,1,0.002439,1
建筑空间布局,五进格局,1,0.002439,1
建筑空间布局,五通庙中心布局,1,0.002439,1
建筑空间布局,五重四进,1,0.002439,1
建筑空间布局,五门制度,1,0.002439,1
建筑空间布局,五门照,1,0.002439,1
建筑空间布局,五间六耳五间厅,1,0.002439,1
建筑空间布局,五间阔,1,0.002439,1
建筑空间布局,亭,1,0.002439,1
建筑空间布局,亭台楼阁,1,0.002439,1
建筑空间布局,人字形山墙,1,0.002439,1
建筑空间布局,从厝,1,0.002439,1
建筑空间布局,仓墙合一,1,0.002439,1
建筑空间布局,仪门,1,0.002439,1
建筑空间布局,仿天一阁布局,1,0.002439,1
建筑空间布局,仿汴京格局,1,0.002439,1
建筑空间布局,传统村落布局,1,0.002439,1
建筑空间布局,住宅-庭院-花园序列,1,0.002439,1
建筑空间布局,住宅为主体,1,0.002439,1
建筑空间布局,住宅园林分置,1,0.002439,1
建筑空间布局,住宅密集,1,0.002439,1
建筑空间布局,佛龛设置,1,0.002439,1
建筑空间布局,依地形布桥,1,0.002439,1
建筑空间布局,依山傍水布局,1,0.002439,1
建筑空间布局,依山就势布局,1,0.002439,1
建筑空间布局,依山层叠,1,0.002439,1
建筑空间布局,依险设防,1,0.002439,1
建筑空间布局,倒座,1,0.002439,1
建筑空间布局,偏正套院,1,0.002439,1
建筑空间布局,八卦布局,1,0.002439,1
建筑空间布局,八字形布局,1,0.002439,1
建筑空间布局,八字门楼,1,0.002439,1
建筑空间布局,八巷道,1,0.002439,1
建筑空间布局,八旗帐殿布局,1,0.002439,1
建筑空间布局,八角亭,1,0.002439,1
建筑空间布局,八角攒尖顶桥亭,1,0.002439,1
建筑空间布局,公共活动广场,1,0.002439,1
建筑空间布局,六亭五廊,1,0.002439,1
建筑空间布局,六梁并列,1,0.002439,1
建筑空间布局,六门布局,1,0.002439,1
建筑空间布局,关城组合,1,0.002439,1
建筑空间布局,内园紧凑,1,0.002439,1
建筑空间布局,内城外城,1,0.002439,1
建筑空间布局,内城外城布局,1,0.002439,1
建筑空间布局,内外两重,1,0.002439,1
建筑空间布局,内港围合,1,0.002439,1
建筑空间布局,内院通道式,1,0.002439,1
建筑空间布局,军区院落遗址,1,0.002439,1
建筑空间布局,分区功能布局,1,0.002439,1
建筑空间布局,分区布局,1,0.002439,1
建筑空间布局,分层功能布局,1,0.002439,1
建筑空间布局,分散布局,1,0.002439,1
建筑空间布局,分隔墙垣,1,0.002439,1
建筑空间布局,制高点布局,1,0.002439,1
建筑空间布局,券门通巷,1,0.002439,1
建筑空间布局,前低后高,1,0.002439,1
建筑空间布局,前低后高格局,1,0.002439,1
建筑空间布局,前厅后寝,1,0.002439,1
建筑空间布局,前后两园,1,0.002439,1
建筑空间布局,前后两室,1,0.002439,1
建筑空间布局,前后两所,1,0.002439,1
建筑空间布局,前后两进,1,0.002439,1
建筑空间布局,前后二院,1,0.002439,1
建筑空间布局,前后六进,1,0.002439,1
建筑空间布局,前后厢房,1,0.002439,1
建筑空间布局,前后城结构,1,0.002439,1
建筑空间布局,前园后宅,1,0.002439,1
建筑空间布局,前宅后院,1,0.002439,1
建筑空间布局,前府后园,1,0.002439,1
建筑空间布局,前庭藏书厅,1,0.002439,1
建筑空间布局,前抱厦三间,1,0.002439,1
建筑空间布局,前方后圆,1,0.002439,1
建筑空间布局,前楼后厦,1,0.002439,1
建筑空间布局,前院后场,1,0.002439,1
建筑空间布局,前院考场,1,0.002439,1
建筑空间布局,功能分区布局,1,0.002439,1
建筑空间布局,功能分区明确,1,0.002439,1
建筑空间布局,北中南三组群,1,0.002439,1
建筑空间布局,北斗七星状布局,1,0.002439,1
建筑空间布局,北方园林,1,0.002439,1
建筑空间布局,北方城堡与四合院融合布局,1,0.002439,1
建筑空间布局,十一开间,1,0.002439,1
建筑空间布局,十一拱九墩两台,1,0.002439,1
建筑空间布局,十三院落,1,0.002439,1
建筑空间布局,十二院落,1,0.002439,1
建筑空间布局,十五小院,1,0.002439,1
建筑空间布局,十八梭船廿四洲,1,0.002439,1
建筑空间布局,十字券门洞,1,0.002439,1
建筑空间布局,十字型门洞,1,0.002439,1
建筑空间布局,十字形券洞,1,0.002439,1
建筑空间布局,十字形通道,1,0.002439,1
建筑空间布局,十字穿心拱洞,1,0.002439,1
建筑空间布局,十字街,1,0.002439,1
建筑空间布局,十字街布局,1,0.002439,1
建筑空间布局,十字街心,1,0.002439,1
建筑空间布局,十字门洞,1,0.002439,1
建筑空间布局,十柱九门石阙,1,0.002439,1
建筑空间布局,半圆形瓮城,1,0.002439,1
建筑空间布局,半山半川格局,1,0.002439,1
建筑空间布局,半月形池塘,1,0.002439,1
建筑空间布局,单主拱双小拱,1,0.002439,1
建筑空间布局,单体建筑式样,1,0.002439,1
建筑空间布局,单入口通达,1,0.002439,1
建筑空间布局,单孔拱券,1,0.002439,1
建筑空间布局,单孔拱形布局,1,0.002439,1
建筑空间布局,单孔跨河,1,0.002439,1
建筑空间布局,单孔跨河布局,1,0.002439,1
建筑空间布局,单檐屋顶,1,0.002439,1
建筑空间布局,单间布局,1,0.002439,1
建筑空间布局,南北两区,1,0.002439,1
建筑空间布局,南北主干道,1,0.002439,1
建筑空间布局,南北厢房,1,0.002439,1
建筑空间布局,南北向S形布局,1,0.002439,1
建筑空间布局,南北向布局,1,0.002439,1
建筑空间布局,南北穿厅,1,0.002439,1
建筑空间布局,南北轴线布局,1,0.002439,1
建筑空间布局,南北长东西窄,1,0.002439,1
建筑空间布局,南向坡地,1,0.002439,1
建筑空间布局,南园北堂格局,1,0.002439,1
建筑空间布局,南宽北窄,1,0.002439,1
建筑空间布局,南门外,1,0.002439,1
建筑空间布局,南高北低,1,0.002439,1
建筑空间布局,卧牛城,1,0.002439,1
建筑空间布局,厅堂布局,1,0.002439,1
建筑空间布局,厅堂廊室错落布局,1,0.002439,1
建筑空间布局,厅堂轩院,1,0.002439,1
建筑空间布局,历史环境保存较好,1,0.002439,1
建筑空间布局,厢房对称布局,1,0.002439,1
建筑空间布局,参差错落,1,0.002439,1
建筑空间布局,双侧望柱,1,0.002439,1
建筑空间布局,双四合院,1,0.002439,1
建筑空间布局,双层廊分划,1,0.002439,1
建筑空间布局,双层廊道,1,0.002439,1
建筑空间布局,双层楼阁,1,0.002439,1
建筑空间布局,双护厝,1,0.002439,1
建筑空间布局,双环结构,1,0.002439,1
建筑空间布局,双院落布局,1,0.002439,1
建筑空间布局,变截面拱,1,0.002439,1
建筑空间布局,口字形四合院,1,0.002439,1
建筑空间布局,口字形平面,1,0.002439,1
建筑空间布局,古建筑群集中,1,0.002439,1
建筑空间布局,古街布局,1,0.002439,1
建筑空间布局,古驿道串联,1,0.002439,1
建筑空间布局,台基式,1,0.002439,1
建筑空间布局,台基楼身组合,1,0.002439,1
建筑空间布局,台门组合,1,0.002439,1
建筑空间布局,台阶式布局,1,0.002439,1
建筑空间布局,台阶式引桥,1,0.002439,1
建筑空间布局,号舍布局,1,0.002439,1
建筑空间布局,合院组合,1,0.002439,1
建筑空间布局,后包,1,0.002439,1
建筑空间布局,后房,1,0.002439,1
建筑空间布局,后移布局,1,0.002439,1
建筑空间布局,后罩屋,1,0.002439,1
建筑空间布局,后罩楼庭院,1,0.002439,1
建筑空间布局,后花园布局,1,0.002439,1
建筑空间布局,吕府十三厅,1,0.002439,1
建筑空间布局,吞水兽,1,0.002439,1
建筑空间布局,品字书屋,1,0.002439,1
建筑空间布局,品字状歇山小顶,1,0.002439,1
建筑空间布局,唐氏八宅,1,0.002439,1
建筑空间布局,囍字形布局,1,0.002439,1
建筑空间布局,四卫分驻,1,0.002439,1
建筑空间布局,四合仓院,1,0.002439,1
建筑空间布局,四合院布局,1,0.002439,1
建筑空间布局,四合院式布局,1,0.002439,1
建筑空间布局,四合院群,1,0.002439,1
建筑空间布局,四合院落,1,0.002439,1
建筑空间布局,四向通街,1,0.002439,1
建筑空间布局,四向通达,1,0.002439,1
建筑空间布局,四堂四横,1,0.002439,1
建筑空间布局,四孔桥,1,0.002439,1
建筑空间布局,四小拱伏设,1,0.002439,1
建筑空间布局,四房三门格局,1,0.002439,1
建筑空间布局,四方碉楼,1,0.002439,1
建筑空间布局,四柱三门牌楼,1,0.002439,1
建筑空间布局,四柱三间排架,1,0.002439,1
建筑空间布局,四横一围,1,0.002439,1
建筑空间布局,四横五纵,1,0.002439,1
建筑空间布局,四正两厢,1,0.002439,1
建筑空间布局,四牌楼,1,0.002439,1
建筑空间布局,四纵五横,1,0.002439,1
建筑空间布局,四组毗邻建筑群,1,0.002439,1
建筑空间布局,四至六进,1,0.002439,1
建筑空间布局,四角攒尖亭,1,0.002439,1
建筑空间布局,四角设门,1,0.002439,1
建筑空间布局,四路堂院,1,0.002439,1
建筑空间布局,四进五开间,1,0.002439,1
建筑空间布局,四进四合院,1,0.002439,1
建筑空间布局,四进式布局,1,0.002439,1
建筑空间布局,四门八开,1,0.002439,1
建筑空间布局,四门布局,1,0.002439,1
建筑空间布局,四门格局,1,0.002439,1
建筑空间布局,四门直角瓮城,1,0.002439,1
建筑空间布局,四门通衢,1,0.002439,1
建筑空间布局,四院贯通,1,0.002439,1
建筑空间布局,四面券门,1,0.002439,1
建筑空间布局,四面围廊,1,0.002439,1
建筑空间布局,四面悬匾布局,1,0.002439,1
建筑空间布局,回字形布局,1,0.002439,1
建筑空间布局,回廊围合,1,0.002439,1
建筑空间布局,回廊式,1,0.002439,1
建筑空间布局,因山就势,1,0.002439,1
建筑空间布局,园林住宅分置,1,0.002439,1
建筑空间布局,园林化布局,1,0.002439,1
建筑空间布局,围合式布局,1,0.002439,1
建筑空间布局,围合式广场,1,0.002439,1
建筑空间布局,围合紧凑,1,0.002439,1
建筑空间布局,围姊地,1,0.002439,1
建筑空间布局,围屋布局,1,0.002439,1
建筑空间布局,围山布局,1,0.002439,1
建筑空间布局,围石墙布局,1,0.002439,1
建筑空间布局,围院布局,1,0.002439,1
建筑空间布局,国子监街,1,0.002439,1
建筑空间布局,国道桥梁选址,1,0.002439,1
建筑空间布局,圆形天井,1,0.002439,1
建筑空间布局,地下通道连接,1,0.002439,1
建筑空间布局,地袱,1,0.002439,1
建筑空间布局,坎上坎下布局,1,0.002439,1
建筑空间布局,坐北朝南格局,1,0.002439,1
建筑空间布局,坐南向北,1,0.002439,1
建筑空间布局,坐向各异,1,0.002439,1
建筑空间布局,坐西北向东南,1,0.002439,1
建筑空间布局,坐西南朝东北,1,0.002439,1
建筑空间布局,坐西向东朝向,1,0.002439,1
建筑空间布局,坡地布局,1,0.002439,1
建筑空间布局,垂直单元布局,1,0.002439,1
建筑空间布局,垣墉围合,1,0.002439,1
建筑空间布局,城中城,1,0.002439,1
建筑空间布局,城楼-箭楼对置,1,0.002439,1
建筑空间布局,城湖格局,1,0.002439,1
建筑空间布局,城门城墙,1,0.002439,1
建筑空间布局,城门对位布局,1,0.002439,1
建筑空间布局,城门间布局,1,0.002439,1
建筑空间布局,堂屋,1,0.002439,1
建筑空间布局,备弄,1,0.002439,1
建筑空间布局,备弄分界,1,0.002439,1
建筑空间布局,复合功能布局,1,0.002439,1
建筑空间布局,复廊通全园,1,0.002439,1
建筑空间布局,复道廊连通,1,0.002439,1
建筑空间布局,外朝内廷,1,0.002439,1
建筑空间布局,多区并置,1,0.002439,1
建筑空间布局,多厅多井,1,0.002439,1
建筑空间布局,多向引桥,1,0.002439,1
建筑空间布局,多园组合,1,0.002439,1
建筑空间布局,多堂合院,1,0.002439,1
建筑空间布局,多墩梁式布局,1,0.002439,1
建筑空间布局,多天井,1,0.002439,1
建筑空间布局,多孔对称布局,1,0.002439,1
建筑空间布局,多孔桥布局,1,0.002439,1
建筑空间布局,多孔连拱布局,1,0.002439,1
建筑空间布局,多局分设,1,0.002439,1
建筑空间布局,多座大厝组合,1,0.002439,1
建筑空间布局,多点聚落,1,0.002439,1
建筑空间布局,多组院落群,1,0.002439,1
建筑空间布局,多路院落,1,0.002439,1
建筑空间布局,多轴线布局,1,0.002439,1
建筑空间布局,多进庭院,1,0.002439,1
建筑空间布局,多重军事设施布局,1,0.002439,1
建筑空间布局,多门系统,1,0.002439,1
建筑空间布局,多间院落,1,0.002439,1
建筑空间布局,多院并联,1,0.002439,1
建筑空间布局,多院组合,1,0.002439,1
建筑空间布局,多院落,1,0.002439,1
建筑空间布局,多院落组合,1,0.002439,1
建筑空间布局,大厅,1,0.002439,1
建筑空间布局,大型院落群,1,0.002439,1
建筑空间布局,大字形布局,1,0.002439,1
建筑空间布局,大开间,1,0.002439,1
建筑空间布局,大街轴线,1,0.002439,1
建筑空间布局,天井式,1,0.002439,1
建筑空间布局,天井花园,1,0.002439,1
建筑空间布局,天井院落式,1,0.002439,1
建筑空间布局,天井院落群,1,0.002439,1
建筑空间布局,天人合一,1,0.002439,1
建筑空间布局,天池布局,1,0.002439,1
建筑空间布局,太极格局,1,0.002439,1
建筑空间布局,夹弄,1,0.002439,1
建筑空间布局,夹道,1,0.002439,1
建筑空间布局,套院式布局,1,0.002439,1
建筑空间布局,女墙围护,1,0.002439,1
建筑空间布局,子城-外城结构,1,0.002439,1
建筑空间布局,子母双城,1,0.002439,1
建筑空间布局,孝义祠,1,0.002439,1
建筑空间布局,宅院组合,1,0.002439,1
建筑空间布局,宗支建筑群,1,0.002439,1
建筑空间布局,宗族分治格局,1,0.002439,1
建筑空间布局,宗祠,1,0.002439,1
建筑空间布局,官厅群布局,1,0.002439,1
建筑空间布局,官帽形制,1,0.002439,1
建筑空间布局,宫殿区与苑景区,1,0.002439,1
建筑空间布局,宫高殿低,1,0.002439,1
建筑空间布局,对称回廊,1,0.002439,1
建筑空间布局,对称墩位布置,1,0.002439,1
建筑空间布局,对称敞肩布局,1,0.002439,1
建筑空间布局,对称方亭布局,1,0.002439,1
建筑空间布局,对称望柱布局,1,0.002439,1
建筑空间布局,对称栏板,1,0.002439,1
建筑空间布局,对称栏板布局,1,0.002439,1
