dimension,term,building_count,building_ratio,occurrence_count
建筑功能,历史古迹,1,0.002439,1
建筑功能,历史地标,1,0.002439,1
建筑功能,历史文化名城,1,0.002439,1
建筑功能,历史文化载体,1,0.002439,1
建筑功能,历史纪念,1,0.002439,1
建筑功能,历史纪念建筑物,1,0.002439,1
建筑功能,历史见证物,1,0.002439,1
建筑功能,历史陈列,1,0.002439,1
建筑功能,厨厩,1,0.002439,1
建筑功能,厨房及佣人生活处,1,0.002439,1
建筑功能,厨院,1,0.002439,1
建筑功能,县城,1,0.002439,1
建筑功能,县政府驻地,1,0.002439,1
建筑功能,县治,1,0.002439,1
建筑功能,县级政权机构,1,0.002439,1
建筑功能,县级行政机构,1,0.002439,1
建筑功能,双人并行通道,1,0.002439,1
建筑功能,双层功能分工,1,0.002439,1
建筑功能,双重功能城墙,1,0.002439,1
建筑功能,古井,1,0.002439,1
建筑功能,古典园林,1,0.002439,1
建筑功能,古建筑,1,0.002439,1
建筑功能,古建筑研究实物,1,0.002439,1
建筑功能,古建筑群,1,0.002439,1
建筑功能,古桥,1,0.002439,1
建筑功能,古桥遗存,1,0.002439,1
建筑功能,古琴艺术馆,1,0.002439,1
建筑功能,古驿道节点,1,0.002439,1
建筑功能,号舍,1,0.002439,1
建筑功能,吊酒房,1,0.002439,1
建筑功能,名园,1,0.002439,1
建筑功能,后包,1,0.002439,1
建筑功能,后厅,1,0.002439,1
建筑功能,后花园,1,0.002439,1
建筑功能,吏舍,1,0.002439,1
建筑功能,听政殿,1,0.002439,1
建筑功能,品官府邸,1,0.002439,1
建筑功能,哲学家宅第,1,0.002439,1
建筑功能,唐卡艺术画廊,1,0.002439,1
建筑功能,商住两用,1,0.002439,1
建筑功能,商住合一,1,0.002439,1
建筑功能,商帮议事,1,0.002439,1
建筑功能,商贸交流,1,0.002439,1
建筑功能,囚房,1,0.002439,1
建筑功能,四代同堂,1,0.002439,1
建筑功能,四库全书贮藏,1,0.002439,1
建筑功能,园居院落,1,0.002439,1
建筑功能,园林区,1,0.002439,1
建筑功能,围楼,1,0.002439,1
建筑功能,国家天文台,1,0.002439,1
建筑功能,国货陈列所,1,0.002439,1
建筑功能,图书馆,1,0.002439,1
建筑功能,图书馆前身,1,0.002439,1
建筑功能,图书馆阅览室,1,0.002439,1
建筑功能,土司城址,1,0.002439,1
建筑功能,土司居所,1,0.002439,1
建筑功能,土司治所,1,0.002439,1
建筑功能,土司衙署,1,0.002439,1
建筑功能,地标建筑,1,0.002439,1
建筑功能,地标性建筑,1,0.002439,1
建筑功能,城堡式建筑,1,0.002439,1
建筑功能,城墙,1,0.002439,1
建筑功能,城市地标,1,0.002439,1
建筑功能,城池守御,1,0.002439,1
建筑功能,城池驻守,1,0.002439,1
建筑功能,城门建制,1,0.002439,1
建筑功能,城门连接桥,1,0.002439,1
建筑功能,城门通道,1,0.002439,1
建筑功能,城门防洪,1,0.002439,1
建筑功能,城防体系,1,0.002439,1
建筑功能,基层防御,1,0.002439,1
建筑功能,堂屋,1,0.002439,1
建筑功能,堡垒性功能,1,0.002439,1
建筑功能,堡寨体系,1,0.002439,1
建筑功能,墓园,1,0.002439,1
建筑功能,士子教育,1,0.002439,1
建筑功能,声学展示,1,0.002439,1
建筑功能,声教楼,1,0.002439,1
建筑功能,复社活动地,1,0.002439,1
建筑功能,夏宫,1,0.002439,1
建筑功能,外朝,1,0.002439,1
建筑功能,多功能集成,1,0.002439,1
建筑功能,多房间布局,1,0.002439,1
建筑功能,多民族历史见证,1,0.002439,1
建筑功能,夜花园,1,0.002439,1
建筑功能,夜间辨识功能,1,0.002439,1
建筑功能,大厝,1,0.002439,1
建筑功能,大夫第,1,0.002439,1
建筑功能,大屋,1,0.002439,1
建筑功能,天井,1,0.002439,1
建筑功能,天井排水系统,1,0.002439,1
建筑功能,天井采光通风,1,0.002439,1
建筑功能,天文台,1,0.002439,1
建筑功能,婚丧礼仪场所,1,0.002439,1
建筑功能,存诚堂,1,0.002439,1
建筑功能,孝亲庆贺,1,0.002439,1
建筑功能,孝子坊,1,0.002439,1
建筑功能,孝子祠,1,0.002439,1
建筑功能,孝道文化空间,1,0.002439,1
建筑功能,学政公署,1,0.002439,1
建筑功能,宅第功能,1,0.002439,1
建筑功能,宅邸,1,0.002439,1
建筑功能,守时,1,0.002439,1
建筑功能,宋代建筑遗存,1,0.002439,1
建筑功能,宗亲纽带,1,0.002439,1
建筑功能,宗教功能,1,0.002439,1
建筑功能,宗教建筑,1,0.002439,1
建筑功能,宗教法事场所,1,0.002439,1
建筑功能,宗教纪念建筑,1,0.002439,1
建筑功能,宗族居住,1,0.002439,1
建筑功能,宗族建筑,1,0.002439,1
建筑功能,宗族礼制建筑,1,0.002439,1
建筑功能,宗族空间,1,0.002439,1
建筑功能,宗法制度载体,1,0.002439,1
建筑功能,宗法礼制空间,1,0.002439,1
建筑功能,宗祠功能,1,0.002439,1
建筑功能,官办粮仓,1,0.002439,1
建筑功能,官厅,1,0.002439,1
建筑功能,官员功德坊,1,0.002439,1
建筑功能,官员居所,1,0.002439,1
建筑功能,官学场所,1,0.002439,1
建筑功能,官宅,1,0.002439,1
建筑功能,官宦宅第,1,0.002439,1
建筑功能,官式宅院,1,0.002439,1
建筑功能,官署办公场所,1,0.002439,1
建筑功能,定更设施,1,0.002439,1
建筑功能,宝俭庐,1,0.002439,1
建筑功能,实用与艺术结合,1,0.002439,1
建筑功能,审案空间,1,0.002439,1
建筑功能,客家围屋,1,0.002439,1
建筑功能,客家文化展示空间,1,0.002439,1
建筑功能,客家民宅,1,0.002439,1
建筑功能,客座,1,0.002439,1
建筑功能,客房,1,0.002439,1
建筑功能,宣唱名次建筑,1,0.002439,1
建筑功能,宫殿,1,0.002439,1
建筑功能,宴乐空间,1,0.002439,1
建筑功能,宴客,1,0.002439,1
建筑功能,宴席之地,1,0.002439,1
建筑功能,家族宅邸,1,0.002439,1
建筑功能,家族居住,1,0.002439,1
建筑功能,家族祭祀,1,0.002439,1
建筑功能,宿舍,1,0.002439,1
建筑功能,寝宫,1,0.002439,1
建筑功能,寨墙寨门,1,0.002439,1
建筑功能,寺庙,1,0.002439,1
建筑功能,封闭式院落,1,0.002439,1
建筑功能,射孔,1,0.002439,1
建筑功能,将军府邸,1,0.002439,1
建筑功能,将军第,1,0.002439,1
建筑功能,小学,1,0.002439,1
建筑功能,小社会化空间,1,0.002439,1
建筑功能,尚书府邸,1,0.002439,1
建筑功能,居住与商用混合,1,0.002439,1
建筑功能,居住为主,1,0.002439,1
建筑功能,居住分房,1,0.002439,1
建筑功能,居住区,1,0.002439,1
建筑功能,居住空间,1,0.002439,1
建筑功能,居住防御,1,0.002439,1
建筑功能,居住防御一体,1,0.002439,1
建筑功能,居室,1,0.002439,1
建筑功能,居防合一,1,0.002439,1
建筑功能,屏风,1,0.002439,1
建筑功能,展览空间,1,0.002439,1
建筑功能,屯田驻守,1,0.002439,1
建筑功能,屯边要塞,1,0.002439,1
建筑功能,山口通道,1,0.002439,1
建筑功能,山城,1,0.002439,1
建筑功能,州城,1,0.002439,1
建筑功能,州治所,1,0.002439,1
建筑功能,州署正堂,1,0.002439,1
建筑功能,布政使衙署,1,0.002439,1
建筑功能,帅正堂,1,0.002439,1
建筑功能,平抑粮价,1,0.002439,1
建筑功能,广场,1,0.002439,1
建筑功能,府库,1,0.002439,1
建筑功能,府治,1,0.002439,1
建筑功能,府衙,1,0.002439,1
建筑功能,府邸宅园,1,0.002439,1
建筑功能,府际桥梁,1,0.002439,1
建筑功能,庭院,1,0.002439,1
建筑功能,庭院居住空间,1,0.002439,1
建筑功能,庭院生活,1,0.002439,1
建筑功能,廊亭,1,0.002439,1
建筑功能,当铺院,1,0.002439,1
建筑功能,彰显地位,1,0.002439,1
建筑功能,影视取景,1,0.002439,1
建筑功能,待客,1,0.002439,1
建筑功能,御书楼,1,0.002439,1
建筑功能,御敌,1,0.002439,1
建筑功能,御用门道,1,0.002439,1
建筑功能,御苑,1,0.002439,1
建筑功能,御道桥梁,1,0.002439,1
建筑功能,德行规管,1,0.002439,1
建筑功能,徽商住宅,1,0.002439,1
建筑功能,思补斋,1,0.002439,1
建筑功能,恋春阁,1,0.002439,1
建筑功能,戏楼演出,1,0.002439,1
建筑功能,手工作坊,1,0.002439,1
建筑功能,执事住所,1,0.002439,1
建筑功能,抗洪防攻,1,0.002439,1
建筑功能,抗震,1,0.002439,1
建筑功能,护田,1,0.002439,1
建筑功能,报时中心,1,0.002439,1
建筑功能,拱卫京师,1,0.002439,1
建筑功能,指挥作战,1,0.002439,1
建筑功能,指挥使司,1,0.002439,1
建筑功能,授时,1,0.002439,1
建筑功能,排水系统,1,0.002439,1
建筑功能,接官厅,1,0.002439,1
建筑功能,接见外使,1,0.002439,1
建筑功能,操练水师,1,0.002439,1
建筑功能,支祠,1,0.002439,1
建筑功能,政务活动场所,1,0.002439,1
建筑功能,政务警示建筑,1,0.002439,1
建筑功能,政权机构遗存,1,0.002439,1
建筑功能,政治中心,1,0.002439,1
建筑功能,政治活动,1,0.002439,1
建筑功能,故居博物馆,1,0.002439,1
建筑功能,敕建牌坊,1,0.002439,1
建筑功能,教学空间,1,0.002439,1
建筑功能,教育展示场所,1,0.002439,1
建筑功能,教育空间,1,0.002439,1
建筑功能,教诲室,1,0.002439,1
建筑功能,文化收藏,1,0.002439,1
建筑功能,文化教育,1,0.002439,1
建筑功能,文化研究中心,1,0.002439,1
建筑功能,文化研究实物,1,0.002439,1
建筑功能,文化载体,1,0.002439,1
建筑功能,文化通道,1,0.002439,1
建筑功能,文化遗产保护,1,0.002439,1
建筑功能,文场,1,0.002439,1
建筑功能,文教功能,1,0.002439,1
建筑功能,文物展厅,1,0.002439,1
建筑功能,文物展示,1,0.002439,1
建筑功能,文物遗存,1,0.002439,1
建筑功能,旅居接待,1,0.002439,1
建筑功能,旅游景点,1,0.002439,1
建筑功能,旅游观光步行桥,1,0.002439,1
建筑功能,旗政办公区,1,0.002439,1
建筑功能,日常生活起居,1,0.002439,1
建筑功能,晋商文化博物馆,1,0.002439,1
建筑功能,晒谷场,1,0.002439,1
建筑功能,景点兼饭店,1,0.002439,1
建筑功能,景观构筑,1,0.002439,1
建筑功能,景观桥,1,0.002439,1
建筑功能,景观点缀,1,0.002439,1
建筑功能,景观装饰,1,0.002439,1
建筑功能,暖阁,1,0.002439,1
建筑功能,望楼,1,0.002439,1
建筑功能,望河楼,1,0.002439,1
建筑功能,机房,1,0.002439,1
建筑功能,村落聚居,1,0.002439,1
建筑功能,村落节点,1,0.002439,1
建筑功能,村落连通,1,0.002439,1
建筑功能,村落通道,1,0.002439,1
建筑功能,染坊,1,0.002439,1
建筑功能,校园环境,1,0.002439,1
建筑功能,校舍,1,0.002439,1
建筑功能,桥亭,1,0.002439,1
建筑功能,桥头楼阁,1,0.002439,1
建筑功能,桥庙,1,0.002439,1
建筑功能,桥梁,1,0.002439,1
建筑功能,桥梁演变实物资料,1,0.002439,1
建筑功能,桥梁防护,1,0.002439,1
建筑功能,桥身保护,1,0.002439,1
建筑功能,桥里桥,1,0.002439,1
建筑功能,楼上厅,1,0.002439,1
建筑功能,楼式四合院,1,0.002439,1
建筑功能,榜眼府,1,0.002439,1
建筑功能,榷税机构,1,0.002439,1
建筑功能,横屋,1,0.002439,1
建筑功能,横跨桥,1,0.002439,1
建筑功能,正房,1,0.002439,1
建筑功能,步行桥,1,0.002439,1
建筑功能,步行通道,1,0.002439,1
建筑功能,民俗展示空间,1,0.002439,1
建筑功能,民俗研究载体,1,0.002439,1
建筑功能,民宅,1,0.002439,1
建筑功能,民居建筑群,1,0.002439,1
建筑功能,民居集大成者,1,0.002439,1
建筑功能,民用桥梁,1,0.002439,1
建筑功能,民间艺术研究对象,1,0.002439,1
建筑功能,水井,1,0.002439,1
建筑功能,水井供水,1,0.002439,1
建筑功能,水位标识,1,0.002439,1
建筑功能,水军基地,1,0.002439,1
建筑功能,水利工程,1,0.002439,1
建筑功能,水利排蓄,1,0.002439,1
建筑功能,水榭,1,0.002439,1
建筑功能,水闸,1,0.002439,1
建筑功能,水闸调控,1,0.002439,1
建筑功能,江南城镇民宅,1,0.002439,1
建筑功能,治经室,1,0.002439,1
建筑功能,泄水腹拱,1,0.002439,1
建筑功能,测时,1,0.002439,1
建筑功能,济民便民,1,0.002439,1
建筑功能,济运,1,0.002439,1
建筑功能,海港集市,1,0.002439,1
建筑功能,海运通道,1,0.002439,1
建筑功能,海防要塞,1,0.002439,1
建筑功能,消防,1,0.002439,1
建筑功能,涉侨建筑,1,0.002439,1
建筑功能,涉台文物,1,0.002439,1
建筑功能,清代官宅,1,0.002439,1
建筑功能,清代官邸,1,0.002439,1
建筑功能,清代民居,1,0.002439,1
建筑功能,渔舟通道,1,0.002439,1
建筑功能,港口石堤,1,0.002439,1
建筑功能,游览,1,0.002439,1
建筑功能,漕运税收衙署,1,0.002439,1
建筑功能,火巷,1,0.002439,1
建筑功能,点将台,1,0.002439,1
建筑功能,烟火堂,1,0.002439,1
建筑功能,爱国主义教育基地,1,0.002439,1
建筑功能,爱莲堂,1,0.002439,1
建筑功能,牌坊,1,0.002439,1
建筑功能,牢房,1,0.002439,1
建筑功能,狱神庙,1,0.002439,1
建筑功能,王府住宅,1,0.002439,1
建筑功能,王府前导空间,1,0.002439,1
建筑功能,王府遗存,1,0.002439,1
建筑功能,珠三角风格,1,0.002439,1
建筑功能,理学居所,1,0.002439,1
建筑功能,理政,1,0.002439,1
建筑功能,理政场所,1,0.002439,1
建筑功能,理政殿,1,0.002439,1
建筑功能,生活保障区,1,0.002439,1
建筑功能,生活功能,1,0.002439,1
建筑功能,生活区,1,0.002439,1
建筑功能,生活设施配套,1,0.002439,1
建筑功能,生活起居,1,0.002439,1
建筑功能,生活防御复合功能,1,0.002439,1
建筑功能,界桥,1,0.002439,1
建筑功能,留学生接待,1,0.002439,1
建筑功能,畜养,1,0.002439,1
建筑功能,疗养院,1,0.002439,1
建筑功能,登基大典场所,1,0.002439,1
建筑功能,登山通道,1,0.002439,1
建筑功能,皇家档案馆,1,0.002439,1
建筑功能,盐商住宅,1,0.002439,1
建筑功能,盐商园林,1,0.002439,1
建筑功能,监狱工厂,1,0.002439,1
建筑功能,看花楼,1,0.002439,1
建筑功能,瞭望,1,0.002439,1
建筑功能,知县宅,1,0.002439,1
建筑功能,知府眷属院,1,0.002439,1
建筑功能,知府衙门,1,0.002439,1
建筑功能,石室金匮,1,0.002439,1
建筑功能,石栏护桥,1,0.002439,1
建筑功能,石牌坊,1,0.002439,1
建筑功能,碑亭,1,0.002439,1
建筑功能,碑楼,1,0.002439,1
建筑功能,磨砚山房,1,0.002439,1
建筑功能,礼仪祭祀场所,1,0.002439,1
建筑功能,礼制通道,1,0.002439,1
建筑功能,礼政区,1,0.002439,1
建筑功能,社区办公,1,0.002439,1
建筑功能,社区卫生服务站,1,0.002439,1
建筑功能,祖先堂,1,0.002439,1
建筑功能,祖堂,1,0.002439,1
建筑功能,祖屋,1,0.002439,1
建筑功能,神坛,1,0.002439,1
建筑功能,神殿,1,0.002439,1
建筑功能,祠堂功能,1,0.002439,1
建筑功能,祠居合一,1,0.002439,1
建筑功能,祭祀与居住复合功能,1,0.002439,1
建筑功能,祭祀区,1,0.002439,1
建筑功能,祭祀厅堂,1,0.002439,1
建筑功能,祭祖楼,1,0.002439,1
建筑功能,私人住宅园林,1,0.002439,1
建筑功能,私人码头,1,0.002439,1
建筑功能,私宅,1,0.002439,1
建筑功能,私家宅第,1,0.002439,1
建筑功能,私府,1,0.002439,1
建筑功能,科举博物馆,1,0.002439,1
建筑功能,科举唱榜场所,1,0.002439,1
建筑功能,科举文化建筑,1,0.002439,1
建筑功能,科举考核,1,0.002439,1
建筑功能,科举试院,1,0.002439,1
建筑功能,科学价值,1,0.002439,1
建筑功能,签押房,1,0.002439,1
建筑功能,箭孔,1,0.002439,1
建筑功能,箭窗防御,1,0.002439,1
建筑功能,米行,1,0.002439,1
建筑功能,粮库,1,0.002439,1
建筑功能,红色文化遗址,1,0.002439,1
建筑功能,纤道桥,1,0.002439,1
建筑功能,纪念建筑,1,0.002439,1
建筑功能,纪念性桥梁,1,0.002439,1
建筑功能,纪念祠,1,0.002439,1
建筑功能,织造衙门,1,0.002439,1
建筑功能,经堂,1,0.002439,1
建筑功能,经堂空间,1,0.002439,1
建筑功能,经济枢纽,1,0.002439,1
建筑功能,绞刑室,1,0.002439,1
建筑功能,美人靠,1,0.002439,1
建筑功能,翰林宅,1,0.002439,1
建筑功能,老宅,1,0.002439,1
建筑功能,考场,1,0.002439,1
建筑功能,考官办公居住,1,0.002439,1
建筑功能,考生应试场所,1,0.002439,1
建筑功能,考院,1,0.002439,1
建筑功能,耕读空间,1,0.002439,1
建筑功能,聚会场所,1,0.002439,1
建筑功能,聚居,1,0.002439,1
建筑功能,聚居村落,1,0.002439,1
建筑功能,自救仓储,1,0.002439,1
建筑功能,自给自足综合体,1,0.002439,1
建筑功能,艺术价值,1,0.002439,1
建筑功能,艺术馆,1,0.002439,1
建筑功能,花桥,1,0.002439,1
建筑功能,苏维埃政权驻地,1,0.002439,1
建筑功能,苗疆古城,1,0.002439,1
建筑功能,茶亭,1,0.002439,1
建筑功能,茶厅,1,0.002439,1
建筑功能,茶庄旧址,1,0.002439,1
建筑功能,药店,1,0.002439,1
建筑功能,药铺,1,0.002439,1
建筑功能,营房,1,0.002439,1
建筑功能,蓄水,1,0.002439,1
建筑功能,虚受堂,1,0.002439,1
建筑功能,行人歇息,1,0.002439,1
建筑功能,行政办公场所,1,0.002439,1
建筑功能,行政区,1,0.002439,1
建筑功能,行政司法中心,1,0.002439,1
建筑功能,行政驻地,1,0.002439,1
建筑功能,行舟背纤通道,1,0.002439,1
建筑功能,衍庆堂,1,0.002439,1
建筑功能,衙署主堂,1,0.002439,1
建筑功能,衙署建筑,1,0.002439,1
建筑功能,装饰性临街建筑,1,0.002439,1
建筑功能,西花园,1,0.002439,1
建筑功能,观景亭桥,1,0.002439,1
建筑功能,观景楼,1,0.002439,1
建筑功能,观览风景,1,0.002439,1
建筑功能,议事厅,1,0.002439,1
建筑功能,读书,1,0.002439,1
建筑功能,谒陵通道,1,0.002439,1
建筑功能,谷仓,1,0.002439,1
建筑功能,豪门宅第,1,0.002439,1
建筑功能,贡院,1,0.002439,1
建筑功能,贮藏间,1,0.002439,1
建筑功能,赈灾仓储,1,0.002439,1
建筑功能,赈灾仓库,1,0.002439,1
建筑功能,赣派建筑,1,0.002439,1
建筑功能,起居室,1,0.002439,1
建筑功能,跨江桥,1,0.002439,1
建筑功能,跨河桥,1,0.002439,1
建筑功能,跨河桥梁,1,0.002439,1
建筑功能,跨河连接,1,0.002439,1
建筑功能,跨河连街,1,0.002439,1
建筑功能,跨溪通行,1,0.002439,1
建筑功能,跨越障碍,1,0.002439,1
建筑功能,路亭,1,0.002439,1
建筑功能,车行便桥,1,0.002439,1
建筑功能,车行桥,1,0.002439,1
建筑功能,轩馆,1,0.002439,1
建筑功能,轿厅,1,0.002439,1
建筑功能,边务督署,1,0.002439,1
建筑功能,边疆驻防将军府,1,0.002439,1
建筑功能,边防防御,1,0.002439,1
建筑功能,过街亭,1,0.002439,1
建筑功能,迎宾,1,0.002439,1
建筑功能,运河附属设施,1,0.002439,1
建筑功能,近现代文物,1,0.002439,1
建筑功能,还读楼,1,0.002439,1
建筑功能,进士及第纪念坊,1,0.002439,1
建筑功能,进士府第,1,0.002439,1
建筑功能,连接两岸,1,0.002439,1
建筑功能,通济交通,1,0.002439,1
建筑功能,通航孔,1,0.002439,1
建筑功能,通行,1,0.002439,1
建筑功能,通行桥梁,1,0.002439,1
建筑功能,道教宫观,1,0.002439,1
建筑功能,遮风避雨,1,0.002439,1
建筑功能,避难功能,1,0.002439,1
建筑功能,避风浪,1,0.002439,1
建筑功能,避风雨,1,0.002439,1
建筑功能,酒店功能,1,0.002439,1
建筑功能,采光通风,1,0.002439,1
建筑功能,金库,1,0.002439,1
建筑功能,钞关,1,0.002439,1
建筑功能,钟楼,1,0.002439,1
建筑功能,钦天监外署,1,0.002439,1
建筑功能,钱庄,1,0.002439,1
建筑功能,镇城设施,1,0.002439,1
建筑功能,长城防御体系,1,0.002439,1
建筑功能,长工房,1,0.002439,1
建筑功能,门户桥梁,1,0.002439,1
建筑功能,闸桥合一,1,0.002439,1
建筑功能,闺房,1,0.002439,1
建筑功能,阅军楼,1,0.002439,1
建筑功能,防卫,1,0.002439,1
建筑功能,防御为主,1,0.002439,1
建筑功能,防御城堡,1,0.002439,1
建筑功能,防御堡垒,1,0.002439,1
建筑功能,防御外侵,1,0.002439,1
建筑功能,防御建筑,1,0.002439,1
建筑功能,防御性,1,0.002439,1
建筑功能,防御性居城,1,0.002439,1
建筑功能,防御性民居,1,0.002439,1
建筑功能,防御碉楼,1,0.002439,1
建筑功能,防御聚居,1,0.002439,1
建筑功能,防水,1,0.002439,1
建筑功能,防洪功能,1,0.002439,1
建筑功能,防洪堤,1,0.002439,1
建筑功能,防洪踏步,1,0.002439,1
建筑功能,防滑加固,1,0.002439,1
建筑功能,防火,1,0.002439,1
建筑功能,防火攻,1,0.002439,1
建筑功能,防火设施,1,0.002439,1
建筑功能,防盗,1,0.002439,1
建筑功能,附属用房,1,0.002439,1
建筑功能,院试场所,1,0.002439,1
建筑功能,集会,1,0.002439,1
建筑功能,集会娱乐,1,0.002439,1
建筑功能,集会议事,1,0.002439,1
建筑功能,集居防卫,1,0.002439,1
建筑功能,革命遗址,1,0.002439,1
建筑功能,颇章,1,0.002439,1
建筑功能,风土习俗实证,1,0.002439,1
建筑功能,风水构筑物,1,0.002439,1
建筑功能,风雨廊桥,1,0.002439,1
建筑功能,风雨桥,1,0.002439,1
建筑功能,飞来椅,1,0.002439,1
建筑功能,马厩,1,0.002439,1
建筑功能,马神庙,1,0.002439,1
建筑功能,驻藏大臣衙门,1,0.002439,1
建筑功能,驿丞宅,1,0.002439,1
建筑功能,驿卒舍,1,0.002439,1
建筑功能,驿城,1,0.002439,1
建筑功能,驿站,1,0.002439,1
建筑功能,驿站桥梁,1,0.002439,1
建筑功能,驿路桥,1,0.002439,1
建筑功能,鱼池蓄水,1,0.002439,1
建筑功能,鸳鸯厅,1,0.002439,1
建筑功能,黑神殿,1,0.002439,1
建筑材料,一钉石一横石相间垒砌,1,0.002439,1
建筑材料,上等木料,1,0.002439,1
建筑材料,乔木,1,0.002439,1
建筑材料,仰天石,1,0.002439,1
建筑材料,仿宋建材,1,0.002439,1
建筑材料,仿木结构,1,0.002439,1
建筑材料,余木,1,0.002439,1
建筑材料,内石外砖,1,0.002439,1
建筑材料,包砖,1,0.002439,1
建筑材料,压舱石,1,0.002439,1
建筑材料,原砖,1,0.002439,1
建筑材料,原色材料,1,0.002439,1
建筑材料,双色石材,1,0.002439,1
建筑材料,古朴木材,1,0.002439,1
建筑材料,古柏,1,0.002439,1
建筑材料,古树名木,1,0.002439,1
建筑材料,古砖,1,0.002439,1
建筑材料,圆木,1,0.002439,1
建筑材料,土城,1,0.002439,1
建筑材料,土城墙,1,0.002439,1
建筑材料,土墙,1,0.002439,1
建筑材料,土布瓦砖,1,0.002439,1
建筑材料,土木,1,0.002439,1
建筑材料,块石包砌,1,0.002439,1
建筑材料,坤甸木,1,0.002439,1
建筑材料,基条石,1,0.002439,1
建筑材料,壁画材料,1,0.002439,1
建筑材料,大块石板,1,0.002439,1
建筑材料,大型石块,1,0.002439,1
建筑材料,大红立柱,1,0.002439,1
建筑材料,大青石,1,0.002439,1
建筑材料,大青砖,1,0.002439,1
建筑材料,奇石,1,0.002439,1
建筑材料,孔雀蓝琉璃瓦,1,0.002439,1
建筑材料,宝瓶火焰珠攒尖顶,1,0.002439,1
建筑材料,小瓦,1,0.002439,1
建筑材料,山石,1,0.002439,1
建筑材料,岩石,1,0.002439,1
建筑材料,嵌瓷,1,0.002439,1
建筑材料,巨型木门,1,0.002439,1
建筑材料,廊屋,1,0.002439,1
建筑材料,弧形条石,1,0.002439,1
建筑材料,彩塑屋脊,1,0.002439,1
建筑材料,彩画颜料,1,0.002439,1
建筑材料,彩绘材料,1,0.002439,1
建筑材料,彩绘颜料,1,0.002439,1
建筑材料,彩色围栏,1,0.002439,1
建筑材料,扁钢条,1,0.002439,1
建筑材料,手工烧制砖瓦,1,0.002439,1
建筑材料,扎口板,1,0.002439,1
建筑材料,护拱石,1,0.002439,1
建筑材料,拱石,1,0.002439,1
建筑材料,方体望柱,1,0.002439,1
建筑材料,方形石柱,1,0.002439,1
建筑材料,方石柱,1,0.002439,1
建筑材料,方砖,1,0.002439,1
建筑材料,明式砖,1,0.002439,1
建筑材料,曲桥,1,0.002439,1
建筑材料,望柱,1,0.002439,1
建筑材料,望柱石,1,0.002439,1
建筑材料,木制蟠龙,1,0.002439,1
建筑材料,木拱结构,1,0.002439,1
建筑材料,木条,1,0.002439,1
建筑材料,木构廊屋,1,0.002439,1
建筑材料,木枋,1,0.002439,1
建筑材料,木桩,1,0.002439,1
建筑材料,木梁,1,0.002439,1
建筑材料,木瓦,1,0.002439,1
建筑材料,木石结构,1,0.002439,1
建筑材料,木雕材料,1,0.002439,1
建筑材料,本地石材,1,0.002439,1
建筑材料,朱红涂料,1,0.002439,1
建筑材料,朱红砖,1,0.002439,1
建筑材料,杉木,1,0.002439,1
建筑材料,杉木条,1,0.002439,1
建筑材料,杉条木,1,0.002439,1
建筑材料,条石包砌,1,0.002439,1
建筑材料,松木,1,0.002439,1
建筑材料,柯木,1,0.002439,1
建筑材料,柱头,1,0.002439,1
建筑材料,柳木桩,1,0.002439,1
建筑材料,桐油,1,0.002439,1
建筑材料,桐油灰浆,1,0.002439,1
建筑材料,桐油石灰,1,0.002439,1
建筑材料,桥面板,1,0.002439,1
建筑材料,桥面石板,1,0.002439,1
建筑材料,樟木,1,0.002439,1
建筑材料,横锁石,1,0.002439,1
建筑材料,毛石混凝土,1,0.002439,1
建筑材料,河石,1,0.002439,1
建筑材料,泉州红砖,1,0.002439,1
建筑材料,泥塑材料,1,0.002439,1
建筑材料,浮雕石材,1,0.002439,1
建筑材料,深色油漆,1,0.002439,1
建筑材料,混凝土,1,0.002439,1
建筑材料,渣土,1,0.002439,1
建筑材料,溪卵石,1,0.002439,1
建筑材料,火山凝灰岩,1,0.002439,1
建筑材料,火烧瓦,1,0.002439,1
建筑材料,灰色琉璃瓦,1,0.002439,1
建筑材料,灰雕,1,0.002439,1
建筑材料,灵寿绿,1,0.002439,1
建筑材料,玻璃筒瓦,1,0.002439,1
建筑材料,琉璃,1,0.002439,1
建筑材料,琉璃吻兽,1,0.002439,1
建筑材料,琉璃构件,1,0.002439,1
建筑材料,瓦,1,0.002439,1
建筑材料,瓦木,1,0.002439,1
建筑材料,瓦顶,1,0.002439,1
建筑材料,瓷板,1,0.002439,1
建筑材料,甘南木料,1,0.002439,1
建筑材料,白墙,1,0.002439,1
建筑材料,白皮松,1,0.002439,1
建筑材料,白石灰,1,0.002439,1
建筑材料,白色墙面,1,0.002439,1
建筑材料,白色花岗岩,1,0.002439,1
建筑材料,矩形石,1,0.002439,1
建筑材料,石作,1,0.002439,1
建筑材料,石券,1,0.002439,1
建筑材料,石头,1,0.002439,1
建筑材料,石头城墙,1,0.002439,1
建筑材料,石子巷,1,0.002439,1
建筑材料,石屏山石,1,0.002439,1
建筑材料,石望柱,1,0.002439,1
建筑材料,石材墙体,1,0.002439,1
建筑材料,石条砌筑,1,0.002439,1
建筑材料,石构,1,0.002439,1
建筑材料,石栏,1,0.002439,1
建筑材料,石桥,1,0.002439,1
建筑材料,石梁,1,0.002439,1
建筑材料,石梯,1,0.002439,1
建筑材料,石湾鳌鱼花脊,1,0.002439,1
建筑材料,石灰掺糯米浆,1,0.002439,1
